movieId,title,genres,year,imdbId
82,Antonia's Line    ,Comedy|Drama,1995,112379
83,Once Upon a Time... When We Were Colored  ,Drama|Romance,1995,114039
85,Angels and Insects  ,Drama|Romance,1995,112365
86,White Squall  ,Action|Adventure|Drama,1996,118158
87,Dunston Checks In  ,Children|Comedy,1996,116151
88,Black Sheep  ,Comedy,1996,115697
89,Nick of Time  ,Action|Thriller,1995,113972
92,Mary Reilly  ,Drama|Horror|Thriller,1996,117002
93,Vampire in Brooklyn  ,Comedy|Horror|Romance,1995,114825
94,Beautiful Girls  ,Comedy|Drama|Romance,1996,115639
95,Broken Arrow  ,Action|Adventure|Thriller,1996,115759
96,In the Bleak Midwinter  ,Comedy|Drama,1995,113403
97,Hate    ,Crime|Drama,1995,113247
99,Heidi Fleiss: Hollywood Madam  ,Documentary,1995,113283
100,City Hall  ,Drama|Thriller,1996,115907
101,Bottle Rocket  ,Adventure|Comedy|Crime|Romance,1996,115734
102,Mr. Wrong  ,Comedy,1996,117102
103,Unforgettable  ,Mystery|Sci-Fi|Thriller,1996,118040
104,Happy Gilmore  ,Comedy,1996,116483
105,"Bridges of Madison County, The  ",Drama|Romance,1995,112579
106,Nobody Loves Me    ,Comedy|Drama,1994,110251
107,Muppet Treasure Island  ,Adventure|Children|Comedy|Musical,1996,117110
108,Catwalk  ,Documentary,1996,112646
110,Braveheart  ,Action|Drama|War,1995,112573
111,Taxi Driver  ,Crime|Drama|Thriller,1976,75314
112,Rumble in the Bronx    ,Action|Adventure|Comedy|Crime,1995,113326
113,Before and After  ,Drama|Mystery,1996,115645
116,Anne Frank Remembered  ,Documentary,1995,112373
117,"Young Poisoner's Handbook, The  ",Crime|Drama,1995,115033
118,If Lucy Fell  ,Comedy|Romance,1996,116606
119,"Steal Big, Steal Little  ",Comedy,1995,114536
121,"Boys of St. Vincent, The  ",Drama,1992,106473
122,Boomerang  ,Comedy|Romance,1992,103859
123,Chungking Express    ,Drama|Mystery|Romance,1994,109424
125,Flirting With Disaster  ,Comedy,1996,116324
126,"NeverEnding Story III, The  ",Adventure|Children|Fantasy,1994,110647
128,Jupiter's Wife  ,Documentary,1994,110217
129,Pie in the Sky  ,Comedy|Romance,1996,114131
132,Jade  ,Thriller,1995,113451
135,Down Periscope  ,Comedy,1996,116130
137,Man of the Year  ,Documentary,1995,113756
140,Up Close and Personal  ,Drama|Romance,1996,118055
141,"Birdcage, The  ",Comedy,1996,115685
144,"Brothers McMullen, The  ",Comedy,1995,112585
145,Bad Boys  ,Action|Comedy|Crime|Drama|Thriller,1995,112442
146,"Amazing Panda Adventure, The  ",Adventure|Children,1995,112342
147,"Basketball Diaries, The  ",Drama,1995,112461
148,"Awfully Big Adventure, An  ",Drama,1995,112427
149,Amateur  ,Crime|Drama|Thriller,1994,109093
150,Apollo 13  ,Adventure|Drama|IMAX,1995,112384
151,Rob Roy  ,Action|Drama|Romance|War,1995,114287
152,"Addiction, The  ",Drama|Horror,1995,112288
153,Batman Forever  ,Action|Adventure|Comedy|Crime,1995,112462
154,Beauty of the Day    ,Drama,1967,61395
155,Beyond Rangoon  ,Adventure|Drama|War,1995,112495
156,Blue in the Face  ,Comedy|Drama,1995,112541
157,Canadian Bacon  ,Comedy|War,1995,109370
158,Casper  ,Adventure|Children,1995,112642
159,Clockers  ,Crime|Drama|Mystery,1995,112688
160,Congo  ,Action|Adventure|Mystery|Sci-Fi,1995,112715
161,Crimson Tide  ,Drama|Thriller|War,1995,112740
162,Crumb  ,Documentary,1994,109508
163,Desperado  ,Action|Romance|Western,1995,112851
164,Devil in a Blue Dress  ,Crime|Film-Noir|Mystery|Thriller,1995,112857
165,Die Hard: With a Vengeance  ,Action|Crime|Thriller,1995,112864
166,"Doom Generation, The  ",Comedy|Crime|Drama,1995,112887
168,First Knight  ,Action|Drama|Romance,1995,113071
169,Free Willy 2: The Adventure Home  ,Adventure|Children|Drama,1995,113114
170,Hackers  ,Action|Adventure|Crime|Thriller,1995,113243
171,Jeffrey  ,Comedy|Drama,1995,113464
172,Johnny Mnemonic  ,Action|Sci-Fi|Thriller,1995,113481
173,Judge Dredd  ,Action|Crime|Sci-Fi,1995,113492
174,Jury Duty  ,Comedy,1995,113500
175,Kids  ,Drama,1995,113540
176,Living in Oblivion  ,Comedy,1995,113677
177,Lord of Illusions  ,Horror,1995,113690
178,Love & Human Remains  ,Comedy|Drama,1993,107447
179,Mad Love  ,Drama|Romance,1995,113729
180,Mallrats  ,Comedy|Romance,1995,113749
181,Mighty Morphin Power Rangers: The Movie  ,Action|Children,1995,113820
183,Mute Witness  ,Comedy|Horror|Thriller,1994,110604
184,Nadja  ,Drama,1994,110620
185,"Net, The  ",Action|Crime|Thriller,1995,113957
186,Nine Months  ,Comedy|Romance,1995,113986
187,Party Girl  ,Comedy,1995,114095
188,"Prophecy, The  ",Fantasy|Horror|Mystery,1995,114194
189,Reckless  ,Comedy|Fantasy,1995,114241
190,Safe  ,Thriller,1995,114323
191,"Scarlet Letter, The  ",Drama|Romance,1995,114345
193,Showgirls  ,Drama,1995,114436
194,Smoke  ,Comedy|Drama,1995,114478
195,Something to Talk About  ,Comedy|Drama|Romance,1995,114496
196,Species  ,Horror|Sci-Fi,1995,114508
198,Strange Days  ,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,114558
199,"Umbrellas of Cherbourg, The    ",Drama|Musical|Romance,1964,58450
201,Three Wishes  ,Drama|Fantasy,1995,114663
202,Total Eclipse  ,Drama|Romance,1995,114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar  ",Comedy,1995,114682
204,Under Siege 2: Dark Territory  ,Action,1995,114781
205,Unstrung Heroes  ,Comedy|Drama,1995,114798
206,Unzipped  ,Documentary,1995,114805
207,"Walk in the Clouds, A  ",Drama|Romance,1995,114887
208,Waterworld  ,Action|Adventure|Sci-Fi,1995,114898
209,White Man's Burden  ,Drama,1995,114928
210,Wild Bill  ,Western,1995,114938
211,"Browning Version, The  ",Drama,1994,109340
212,Bushwhacked  ,Adventure|Comedy|Crime|Mystery,1995,112602
213,Burnt by the Sun    ,Drama,1994,111579
214,Before the Rain    ,Drama|War,1994,110882
215,Before Sunrise  ,Drama|Romance,1995,112471
216,Billy Madison  ,Comedy,1995,112508
217,"Babysitter, The  ",Drama|Thriller,1995,112438
218,Boys on the Side  ,Comedy|Drama,1995,112571
219,"Cure, The  ",Drama,1995,112757
220,Castle Freak  ,Horror,1995,112643
222,Circle of Friends  ,Drama|Romance,1995,112679
223,Clerks  ,Comedy,1994,109445
224,Don Juan DeMarco  ,Comedy|Drama|Romance,1995,112883
225,Disclosure  ,Drama|Thriller,1994,109635
227,Drop Zone  ,Action|Thriller,1994,109676
228,Destiny Turns on the Radio  ,Comedy,1995,112854
229,Death and the Maiden  ,Drama|Thriller,1994,109579
230,Dolores Claiborne  ,Drama|Thriller,1995,109642
231,Dumb & Dumber    ,Adventure|Comedy,1994,109686
232,Eat Drink Man Woman    ,Comedy|Drama|Romance,1994,111797
233,Exotica  ,Drama,1994,109759
234,Exit to Eden  ,Comedy,1994,109758
235,Ed Wood  ,Comedy|Drama,1994,109707
236,French Kiss  ,Action|Comedy|Romance,1995,113117
237,Forget Paris  ,Comedy|Romance,1995,113097
238,Far From Home: The Adventures of Yellow Dog  ,Adventure|Children,1995,113028
239,"Goofy Movie, A  ",Animation|Children|Comedy|Romance,1995,113198
240,Hideaway  ,Thriller,1995,113303
241,Fluke  ,Children|Drama,1995,113089
242,Farinelli: il castrato  ,Drama|Musical,1994,109771
243,Gordy  ,Children|Comedy|Fantasy,1995,113199
246,Hoop Dreams  ,Documentary,1994,110057
247,Heavenly Creatures  ,Crime|Drama,1994,110005
248,Houseguest  ,Comedy,1994,110066
249,Immortal Beloved  ,Drama|Romance,1994,110116
250,Heavyweights    ,Children|Comedy,1995,110006
251,"Hunted, The  ",Action,1995,113360
252,I.Q.  ,Comedy|Romance,1994,110099
253,Interview with the Vampire: The Vampire Chronicles  ,Drama|Horror,1994,110148
254,Jefferson in Paris  ,Drama,1995,113463
255,"Jerky Boys, The  ",Comedy,1995,110189
256,Junior  ,Comedy|Sci-Fi,1994,110216
257,Just Cause  ,Mystery|Thriller,1995,113501
258,"Kid in King Arthur's Court, A  ",Adventure|Children|Comedy|Fantasy|Romance,1995,113538
259,Kiss of Death  ,Crime|Drama|Thriller,1995,113552
260,Star Wars: Episode IV - A New Hope  ,Action|Adventure|Sci-Fi,1977,76759
261,Little Women  ,Drama,1994,110367
262,"Little Princess, A  ",Children|Drama,1995,113670
263,Ladybird Ladybird  ,Drama,1994,110296
265,Like Water for Chocolate    ,Drama|Fantasy|Romance,1992,103994
266,Legends of the Fall  ,Drama|Romance|War|Western,1994,110322
267,Major Payne  ,Comedy,1995,110443
269,My Crazy Life    ,Drama,1993,107566
270,Love Affair  ,Drama|Romance,1994,110391
271,Losing Isaiah  ,Drama,1995,113691
272,"Madness of King George, The  ",Comedy|Drama,1994,110428
273,Mary Shelley's Frankenstein    ,Drama|Horror|Sci-Fi,1994,109836
274,Man of the House  ,Comedy,1995,113755
275,Mixed Nuts  ,Comedy,1994,110538
276,Milk Money  ,Comedy|Romance,1994,110516
277,Miracle on 34th Street  ,Drama,1994,110527
278,Miami Rhapsody  ,Comedy,1995,113808
279,My Family  ,Drama,1995,113896
280,Murder in the First  ,Drama|Thriller,1995,113870
281,Nobody's Fool  ,Comedy|Drama|Romance,1994,110684
282,Nell  ,Drama,1994,110638
283,New Jersey Drive  ,Crime|Drama,1995,113967
284,New York Cop    ,Action|Crime,1993,117169
285,Beyond Bedlam  ,Drama|Horror,1993,106402
287,Nina Takes a Lover  ,Comedy|Romance,1994,110671
288,Natural Born Killers  ,Action|Crime|Thriller,1994,110632
289,Only You  ,Comedy|Romance,1994,110737
290,Once Were Warriors  ,Crime|Drama,1994,110729
291,Poison Ivy II  ,Drama|Thriller,1996,114151
292,Outbreak  ,Action|Drama|Sci-Fi|Thriller,1995,114069
293,Lï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Action|Crime|Drama|Thriller,1994,110413
294,"Perez Family, The  ",Comedy|Romance,1995,114113
295,"Pyromaniac's Love Story, A  ",Comedy|Romance,1995,114210
296,Pulp Fiction  ,Comedy|Crime|Drama|Thriller,1994,110912
298,Pushing Hands    ,Drama,1992,105652
299,Priest  ,Drama,1994,110889
300,Quiz Show  ,Drama,1994,110932
301,Picture Bride    ,Drama|Romance,1994,114129
302,Queen Margot    ,Drama|Romance,1994,110963
303,"Quick and the Dead, The  ",Action|Thriller|Western,1995,114214
304,Roommates  ,Comedy|Drama,1995,114296
305,Ready to Wear    ,Comedy,1994,110907
306,Three Colors: Red    ,Drama,1994,111495
307,Three Colors: Blue    ,Drama,1993,108394
308,Three Colors: White    ,Comedy|Drama,1994,111507
310,Rent-a-Kid  ,Comedy,1995,114268
311,Relative Fear  ,Horror|Thriller,1994,110965
312,Stuart Saves His Family  ,Comedy,1995,114571
313,"Swan Princess, The  ",Animation|Children,1994,111333
314,"Secret of Roan Inish, The  ",Children|Drama|Fantasy|Mystery,1994,111112
315,"Specialist, The  ",Action|Drama|Thriller,1994,111255
316,Stargate  ,Action|Adventure|Sci-Fi,1994,111282
317,"Santa Clause, The  ",Comedy|Drama|Fantasy,1994,111070
318,"Shawshank Redemption, The  ",Crime|Drama,1994,111161
319,Shallow Grave  ,Comedy|Drama|Thriller,1994,111149
320,Suture  ,Film-Noir|Thriller,1993,108260
321,Strawberry and Chocolate    ,Drama,1993,106966
322,Swimming with Sharks  ,Comedy|Drama,1995,114594
324,"Sum of Us, The  ",Comedy|Drama,1994,111309
325,National Lampoon's Senior Trip  ,Comedy,1995,113936
326,To Live    ,Drama,1994,110081
327,Tank Girl  ,Action|Comedy|Sci-Fi,1995,114614
328,Tales from the Crypt Presents: Demon Knight  ,Horror|Thriller,1995,114608
329,Star Trek: Generations  ,Adventure|Drama|Sci-Fi,1994,111280
330,Tales from the Hood  ,Action|Crime|Horror,1995,114609
331,Tom & Viv  ,Drama,1994,111454
332,Village of the Damned  ,Horror|Sci-Fi,1995,114852
333,Tommy Boy  ,Comedy,1995,114694
334,Vanya on 42nd Street  ,Drama,1994,111590
335,Underneath  ,Mystery|Thriller,1995,114788
336,"Walking Dead, The  ",Drama|War,1995,114888
337,What's Eating Gilbert Grape  ,Drama,1993,108550
338,Virtuosity  ,Action|Sci-Fi|Thriller,1995,114857
339,While You Were Sleeping  ,Comedy|Romance,1995,114924
340,"War, The  ",Adventure|Drama|War,1994,111667
341,Double Happiness  ,Drama,1994,109655
342,Muriel's Wedding  ,Comedy,1994,110598
343,"Baby-Sitters Club, The  ",Children,1995,112435
344,Ace Ventura: Pet Detective  ,Comedy,1994,109040
345,"Adventures of Priscilla, Queen of the Desert, The  ",Comedy|Drama,1994,109045
346,Backbeat  ,Drama|Musical,1993,106339
347,Bitter Moon  ,Drama|Film-Noir|Romance,1992,104779
348,Bullets Over Broadway  ,Comedy,1994,109348
349,Clear and Present Danger  ,Action|Crime|Drama|Thriller,1994,109444
350,"Client, The  ",Drama|Mystery|Thriller,1994,109446
351,"Corrina, Corrina  ",Comedy|Drama|Romance,1994,109484
352,Crooklyn  ,Comedy|Drama,1994,109504
353,"Crow, The  ",Action|Crime|Fantasy|Thriller,1994,109506
354,Cobb  ,Drama,1994,109450
355,"Flintstones, The  ",Children|Comedy|Fantasy,1994,109813
356,Forrest Gump  ,Comedy|Drama|Romance|War,1994,109830
357,Four Weddings and a Funeral  ,Comedy|Romance,1994,109831
358,Higher Learning  ,Drama,1995,113305
359,I Like It Like That  ,Comedy|Drama|Romance,1994,110091
360,I Love Trouble  ,Action|Comedy,1994,110093
361,It Could Happen to You  ,Comedy|Drama|Romance,1994,110167
362,"Jungle Book, The  ",Adventure|Children|Romance,1994,110213
363,"Wonderful, Horrible Life of Leni Riefenstahl, The    ",Documentary,1993,107472
364,"Lion King, The  ",Adventure|Animation|Children|Drama|Musical|IMAX,1994,110357
365,Little Buddha  ,Drama,1993,107426
366,Wes Craven's New Nightmare    ,Drama|Horror|Mystery|Thriller,1994,111686
367,"Mask, The  ",Action|Comedy|Crime|Fantasy,1994,110475
368,Maverick  ,Adventure|Comedy|Western,1994,110478
369,Mrs. Parker and the Vicious Circle  ,Drama,1994,110588
370,Naked Gun 33 1/3: The Final Insult  ,Action|Comedy,1994,110622
371,"Paper, The  ",Comedy|Drama,1994,110771
372,Reality Bites  ,Comedy|Drama|Romance,1994,110950
373,Red Rock West  ,Thriller,1992,105226
374,Richie Rich  ,Children|Comedy,1994,110989
376,"River Wild, The  ",Action|Thriller,1994,110997
377,Speed  ,Action|Romance|Thriller,1994,111257
378,Speechless  ,Comedy|Romance,1994,111256
379,Timecop  ,Action|Sci-Fi|Thriller,1994,111438
380,True Lies  ,Action|Adventure|Comedy|Romance|Thriller,1994,111503
381,When a Man Loves a Woman  ,Drama|Romance,1994,111693
382,Wolf  ,Drama|Horror|Romance|Thriller,1994,111742
383,Wyatt Earp  ,Western,1994,111756
384,Bad Company  ,Action|Crime|Drama,1995,112443
385,"Man of No Importance, A  ",Drama,1994,110455
386,S.F.W.  ,Drama,1994,111048
387,"Low Down Dirty Shame, A  ",Action|Comedy,1994,110399
388,Boys Life  ,Drama,1995,112570
389,"Colonel Chabert, Le  ",Drama|Romance|War,1994,109454
390,Faster Pussycat! Kill! Kill!  ,Action|Crime|Drama,1965,59170
391,Jason's Lyric  ,Crime|Drama,1994,110186
393,Street Fighter  ,Action|Adventure|Fantasy,1994,111301
405,Highlander III: The Sorcerer    ,Action|Fantasy,1994,110027
406,Federal Hill  ,Drama,1994,109785
407,In the Mouth of Madness  ,Horror|Thriller,1995,113409
408,8 Seconds  ,Drama,1994,109021
409,Above the Rim  ,Crime|Drama,1994,109035
410,Addams Family Values  ,Children|Comedy|Fantasy,1993,106220
412,"Age of Innocence, The  ",Drama,1993,106226
413,Airheads  ,Comedy,1994,109068
414,"Air Up There, The  ",Comedy,1994,109067
415,Another Stakeout  ,Comedy|Thriller,1993,106292
416,Bad Girls  ,Western,1994,109198
417,Barcelona  ,Comedy|Romance,1994,109219
418,Being Human  ,Drama,1993,106379
419,"Beverly Hillbillies, The  ",Comedy,1993,106400
420,Beverly Hills Cop III  ,Action|Comedy|Crime|Thriller,1994,109254
421,Black Beauty  ,Adventure|Children|Drama,1994,109279
422,Blink  ,Thriller,1994,109297
423,Blown Away  ,Action|Thriller,1994,109303
424,Blue Chips  ,Drama,1994,109305
425,Blue Sky  ,Drama|Romance,1994,109306
426,Body Snatchers  ,Horror|Sci-Fi|Thriller,1993,106452
427,Boxing Helena  ,Drama|Mystery|Romance|Thriller,1993,106471
428,"Bronx Tale, A  ",Drama,1993,106489
429,Cabin Boy  ,Comedy,1994,109361
430,Calendar Girl  ,Comedy|Drama,1993,106505
431,Carlito's Way  ,Crime|Drama,1993,106519
432,City Slickers II: The Legend of Curly's Gold  ,Adventure|Comedy|Western,1994,109439
433,Clean Slate  ,Comedy,1994,109443
434,Cliffhanger  ,Action|Adventure|Thriller,1993,106582
435,Coneheads  ,Comedy|Sci-Fi,1993,106598
436,Color of Night  ,Drama|Thriller,1994,109456
437,Cops and Robbersons  ,Comedy,1994,109480
438,"Cowboy Way, The  ",Action|Comedy|Drama,1994,109493
440,Dave  ,Comedy|Romance,1993,106673
441,Dazed and Confused  ,Comedy,1993,106677
442,Demolition Man  ,Action|Adventure|Sci-Fi,1993,106697
444,Even Cowgirls Get the Blues  ,Comedy|Romance,1993,106834
445,Fatal Instinct  ,Comedy,1993,106873
446,Farewell My Concubine    ,Drama|Romance,1993,106332
448,Fearless  ,Drama,1993,106881
449,Fear of a Black Hat  ,Comedy,1994,106880
450,With Honors  ,Comedy|Drama,1994,111732
451,Flesh and Bone  ,Drama|Mystery|Romance,1993,106926
452,Widows' Peak  ,Drama,1994,111712
453,For Love or Money  ,Comedy|Romance,1993,106941
454,"Firm, The  ",Drama|Thriller,1993,106918
455,Free Willy  ,Adventure|Children|Drama,1993,106965
456,Fresh  ,Crime|Drama|Thriller,1994,109842
457,"Fugitive, The  ",Thriller,1993,106977
458,Geronimo: An American Legend  ,Drama|Western,1993,107004
459,"Getaway, The  ",Action|Adventure|Crime|Drama|Romance|Thriller,1994,109890
460,Getting Even with Dad  ,Comedy,1994,109891
461,Go Fish  ,Drama|Romance,1994,109913
464,Hard Target  ,Action|Adventure|Crime|Thriller,1993,107076
466,Hot Shots! Part Deux  ,Action|Comedy|War,1993,107144
467,Live Nude Girls  ,Comedy,1995,113674
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The  ",Comedy|Romance,1995,112966
469,"House of the Spirits, The  ",Drama|Romance,1993,107151
470,House Party 3  ,Comedy,1994,110064
471,"Hudsucker Proxy, The  ",Comedy,1994,110074
472,I'll Do Anything  ,Comedy|Drama,1994,110097
473,In the Army Now  ,Comedy|War,1994,110123
474,In the Line of Fire  ,Action|Thriller,1993,107206
475,In the Name of the Father  ,Drama,1993,107207
476,"Inkwell, The  ",Comedy|Drama,1994,110137
477,What's Love Got to Do with It?  ,Drama|Musical,1993,108551
478,Jimmy Hollywood  ,Comedy|Crime|Drama,1994,110197
479,Judgment Night  ,Action|Crime|Thriller,1993,107286
480,Jurassic Park  ,Action|Adventure|Sci-Fi|Thriller,1993,107290
481,Kalifornia  ,Drama|Thriller,1993,107302
482,Killing Zoe  ,Crime|Drama|Thriller,1994,110265
484,Lassie  ,Adventure|Children,1994,110305
485,Last Action Hero  ,Action|Adventure|Comedy|Fantasy,1993,107362
486,Life with Mikey  ,Comedy,1993,107413
487,Lightning Jack  ,Comedy|Western,1994,110353
488,M. Butterfly  ,Drama|Romance,1993,107468
489,Made in America  ,Comedy,1993,107478
490,Malice  ,Thriller,1993,107497
491,"Man Without a Face, The  ",Drama,1993,107501
492,Manhattan Murder Mystery  ,Comedy|Mystery,1993,107507
493,Menace II Society  ,Action|Crime|Drama,1993,107554
494,Executive Decision  ,Action|Adventure|Thriller,1996,116253
495,In the Realm of the Senses    ,Drama,1976,74102
496,What Happened Was...  ,Comedy|Drama|Romance|Thriller,1994,111689
497,Much Ado About Nothing  ,Comedy|Romance,1993,107616
499,Mr. Wonderful  ,Comedy|Romance,1993,107613
500,Mrs. Doubtfire  ,Comedy|Drama,1993,107614
501,Naked  ,Drama,1993,107653
502,"Next Karate Kid, The  ",Action|Children|Romance,1994,110657
504,No Escape  ,Action|Drama|Sci-Fi,1994,110678
505,North  ,Comedy,1994,110687
506,Orlando  ,Drama|Fantasy|Romance,1992,107756
507,"Perfect World, A  ",Crime|Drama|Thriller,1993,107808
508,Philadelphia  ,Drama,1993,107818
509,"Piano, The  ",Drama|Romance,1993,107822
510,Poetic Justice  ,Drama,1993,107840
511,"Program, The  ",Action|Drama,1993,107889
512,"Puppet Masters, The  ",Horror|Sci-Fi,1994,111003
513,Radioland Murders  ,Comedy|Mystery|Romance,1994,110939
514,"Ref, The  ",Comedy,1994,110955
515,"Remains of the Day, The  ",Drama|Romance,1993,107943
516,Renaissance Man  ,Comedy|Drama,1994,110971
517,Rising Sun  ,Action|Drama|Mystery,1993,107969
518,"Road to Wellville, The  ",Comedy,1994,111001
519,RoboCop 3  ,Action|Crime|Drama|Sci-Fi|Thriller,1993,107978
520,Robin Hood: Men in Tights  ,Comedy,1993,107977
521,Romeo Is Bleeding  ,Crime|Thriller,1993,107983
522,Romper Stomper  ,Action|Drama,1992,105275
523,Ruby in Paradise  ,Drama,1993,108000
524,Rudy  ,Drama,1993,108002
526,Savage Nights    ,Drama,1992,105032
527,Schindler's List  ,Drama|War,1993,108052
528,"Scout, The  ",Comedy|Drama,1994,111094
529,Searching for Bobby Fischer  ,Drama,1993,108065
531,"Secret Garden, The  ",Children|Drama,1993,108071
532,Serial Mom  ,Comedy|Crime|Horror,1994,111127
533,"Shadow, The  ",Action|Adventure|Fantasy|Mystery,1994,111143
534,Shadowlands  ,Drama|Romance,1993,108101
535,Short Cuts  ,Drama,1993,108122
536,"Simple Twist of Fate, A  ",Drama,1994,111194
537,Sirens  ,Drama,1994,111201
538,Six Degrees of Separation  ,Drama,1993,108149
539,Sleepless in Seattle  ,Comedy|Drama|Romance,1993,108160
540,Sliver  ,Thriller,1993,108162
541,Blade Runner  ,Action|Sci-Fi|Thriller,1982,83658
542,Son in Law  ,Comedy|Drama|Romance,1993,108186
543,So I Married an Axe Murderer  ,Comedy|Romance|Thriller,1993,108174
544,Striking Distance  ,Action|Crime,1993,108238
546,Super Mario Bros.  ,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,108255
547,Surviving the Game  ,Action|Adventure|Thriller,1994,111323
548,Terminal Velocity  ,Action|Mystery|Thriller,1994,111400
549,Thirty-Two Short Films About Glenn Gould  ,Drama|Musical,1993,108328
550,Threesome  ,Comedy|Romance,1994,111418
551,"Nightmare Before Christmas, The  ",Animation|Children|Fantasy|Musical,1993,107688
552,"Three Musketeers, The  ",Action|Adventure|Comedy|Romance,1993,108333
553,Tombstone  ,Action|Drama|Western,1993,108358
555,True Romance  ,Crime|Thriller,1993,108399
556,"War Room, The  ",Documentary,1993,108515
558,"Pagemaster, The  ",Action|Adventure|Animation|Children|Fantasy,1994,110763
562,Welcome to the Dollhouse  ,Comedy|Drama,1995,114906
563,Germinal  ,Drama|Romance,1993,107002
564,Chasers  ,Comedy,1994,109403
567,Kika  ,Comedy|Drama,1993,107315
568,Bhaji on the Beach  ,Comedy|Drama,1993,106408
